yearID,franchID,Lg,Tm,W,L,T,Div. Finish,Playoffs,ch_sb_win,ch_sb_app
1973,NEP,NFL,New England Patriots,5,9,0,3rd of 5,,N,N
1972,NEP,NFL,New England Patriots,3,11,0,5th of 5,,N,N
1971,NEP,NFL,New England Patriots,6,8,0,3rd of 5,,N,N
1970,NEP,NFL,Boston Patriots,2,12,0,5th of 5,,N,N
1969,NEP,AFL,Boston Patriots,4,10,0,3rd of 5,,N,N
1968,NEP,AFL,Boston Patriots,4,10,0,4th of 5,,N,N
1967,NEP,AFL,Boston Patriots,3,10,1,5th of 5,,N,N
1966,NEP,AFL,Boston Patriots,8,4,2,2nd of 5,,N,N
1965,NEP,AFL,Boston Patriots,4,8,2,3rd of 4,,N,N
1964,NEP,AFL,Boston Patriots,10,3,1,2nd of 4,,N,N
1963,NEP,AFL,Boston Patriots,7,6,1,1st of 4,Lost Champ,N,Y
1962,NEP,AFL,Boston Patriots,9,4,1,2nd of 4,,N,N
1961,NEP,AFL,Boston Patriots,9,4,1,2nd of 4,,N,N
1960,NEP,AFL,Boston Patriots,5,9,0,4th of 4,,N,N
2022,NOS,NFL,New Orleans Saints,7,10,0,3rd of 4,,N,N
2021,NOS,NFL,New Orleans Saints,9,8,0,2nd of 4,,N,N
2020,NOS,NFL,New Orleans Saints,12,4,0,1st of 4,Lost Div,N,N
2019,NOS,NFL,New Orleans Saints,13,3,0,1st of 4,Lost WC,N,N
2018,NOS,NFL,New Orleans Saints,13,3,0,1st of 4,Lost Conf,N,N
2017,NOS,NFL,New Orleans Saints,11,5,0,1st of 4,Lost Div,N,N
2016,NOS,NFL,New Orleans Saints,7,9,0,3rd of 4,,N,N
2015,NOS,NFL,New Orleans Saints,7,9,0,3rd of 4,,N,N
2014,NOS,NFL,New Orleans Saints,7,9,0,2nd of 4,,N,N
2013,NOS,NFL,New Orleans Saints,11,5,0,2nd of 4,Lost Div,N,N
2012,NOS,NFL,New Orleans Saints,7,9,0,3rd of 4,,N,N
2011,NOS,NFL,New Orleans Saints,13,3,0,1st of 4,Lost Div,N,N
2010,NOS,NFL,New Orleans Saints,11,5,0,2nd of 4,Lost WC,N,N
2009,NOS,NFL,New Orleans Saints,13,3,0,1st of 4,Won SB,Y,Y
2008,NOS,NFL,New Orleans Saints,8,8,0,4th of 4,,N,N
2007,NOS,NFL,New Orleans Saints,7,9,0,3rd of 4,,N,N
2006,NOS,NFL,New Orleans Saints,10,6,0,1st of 4,Lost Conf,N,N
2005,NOS,NFL,New Orleans Saints,3,13,0,4th of 4,,N,N
2004,NOS,NFL,New Orleans Saints,8,8,0,2nd of 4,,N,N
2003,NOS,NFL,New Orleans Saints,8,8,0,2nd of 4,,N,N
2002,NOS,NFL,New Orleans Saints,9,7,0,3rd of 4,,N,N
2001,NOS,NFL,New Orleans Saints,7,9,0,3rd of 5,,N,N
2000,NOS,NFL,New Orleans Saints,10,6,0,1st of 5,Lost Div,N,N
1999,NOS,NFL,New Orleans Saints,3,13,0,5th of 5,,N,N
1998,NOS,NFL,New Orleans Saints,6,10,0,3rd of 5,,N,N
1997,NOS,NFL,New Orleans Saints,6,10,0,4th of 5,,N,N
1996,NOS,NFL,New Orleans Saints,3,13,0,5th of 5,,N,N
1995,NOS,NFL,New Orleans Saints,7,9,0,5th of 5,,N,N
1994,NOS,NFL,New Orleans Saints,7,9,0,2nd of 4,,N,N
1993,NOS,NFL,New Orleans Saints,8,8,0,2nd of 4,,N,N
1992,NOS,NFL,New Orleans Saints,12,4,0,2nd of 4,Lost WC,N,N
1991,NOS,NFL,New Orleans Saints,11,5,0,1st of 4,Lost WC,N,N
1990,NOS,NFL,New Orleans Saints,8,8,0,2nd of 4,Lost WC,N,N
1989,NOS,NFL,New Orleans Saints,9,7,0,3rd of 4,,N,N
1988,NOS,NFL,New Orleans Saints,10,6,0,3rd of 4,,N,N
1987,NOS,NFL,New Orleans Saints,12,3,0,2nd of 4,Lost WC,N,N
1986,NOS,NFL,New Orleans Saints,7,9,0,4th of 4,,N,N
1985,NOS,NFL,New Orleans Saints,5,11,0,3rd of 4,,N,N
1984,NOS,NFL,New Orleans Saints,7,9,0,3rd of 4,,N,N
1983,NOS,NFL,New Orleans Saints,8,8,0,3rd of 4,,N,N
1982,NOS,NFL,New Orleans Saints,4,5,0,2nd of 4,,N,N
1981,NOS,NFL,New Orleans Saints,4,12,0,4th of 4,,N,N
1980,NOS,NFL,New Orleans Saints,1,15,0,4th of 4,,N,N
1979,NOS,NFL,New Orleans Saints,8,8,0,2nd of 4,,N,N
1978,NOS,NFL,New Orleans Saints,7,9,0,3rd of 4,,N,N
1977,NOS,NFL,New Orleans Saints,3,11,0,4th of 4,,N,N
1976,NOS,NFL,New Orleans Saints,4,10,0,4th of 5,,N,N
1975,NOS,NFL,New Orleans Saints,2,12,0,4th of 4,,N,N
1974,NOS,NFL,New Orleans Saints,5,9,0,3rd of 4,,N,N
1973,NOS,NFL,New Orleans Saints,5,9,0,4th of 4,,N,N
1972,NOS,NFL,New Orleans Saints,2,11,1,4th of 4,,N,N
1971,NOS,NFL,New Orleans Saints,4,8,2,4th of 4,,N,N
1970,NOS,NFL,New Orleans Saints,2,11,1,4th of 4,,N,N
1969,NOS,NFL,New Orleans Saints,5,9,0,3rd of 4,,N,N
1968,NOS,NFL,New Orleans Saints,4,9,1,3rd of 4,,N,N
1967,NOS,NFL,New Orleans Saints,3,11,0,4th of 4,,N,N
2022,NYG,NFL,New York Giants,9,7,1,3rd of 4,Lost Div,N,N
2021,NYG,NFL,New York Giants,4,13,0,4th of 4,,N,N
2020,NYG,NFL,New York Giants,6,10,0,2nd of 4,,N,N
2019,NYG,NFL,New York Giants,4,12,0,3rd of 4,,N,N
2018,NYG,NFL,New York Giants,5,11,0,4th of 4,,N,N
2017,NYG,NFL,New York Giants,3,13,0,4th of 4,,N,N
2016,NYG,NFL,New York Giants,11,5,0,2nd of 4,Lost WC,N,N
2015,NYG,NFL,New York Giants,6,10,0,3rd of 4,,N,N
2014,NYG,NFL,New York Giants,6,10,0,3rd of 4,,N,N
2013,NYG,NFL,New York Giants,7,9,0,3rd of 4,,N,N
2012,NYG,NFL,New York Giants,9,7,0,2nd of 4,,N,N
2011,NYG,NFL,New York Giants,9,7,0,1st of 4,Won SB,Y,Y
2010,NYG,NFL,New York Giants,10,6,0,2nd of 4,,N,N
2009,NYG,NFL,New York Giants,8,8,0,3rd of 4,,N,N
2008,NYG,NFL,New York Giants,12,4,0,1st of 4,Lost Div,N,N
2007,NYG,NFL,New York Giants,10,6,0,2nd of 4,Won SB,Y,Y
2006,NYG,NFL,New York Giants,8,8,0,3rd of 4,Lost WC,N,N
2005,NYG,NFL,New York Giants,11,5,0,1st of 4,Lost WC,N,N
2004,NYG,NFL,New York Giants,6,10,0,2nd of 4,,N,N
2003,NYG,NFL,New York Giants,4,12,0,4th of 4,,N,N
2002,NYG,NFL,New York Giants,10,6,0,2nd of 4,Lost WC,N,N
2001,NYG,NFL,New York Giants,7,9,0,3rd of 5,,N,N
2000,NYG,NFL,New York Giants,12,4,0,1st of 5,Lost SB,N,Y
1999,NYG,NFL,New York Giants,7,9,0,3rd of 5,,N,N
1998,NYG,NFL,New York Giants,8,8,0,3rd of 5,,N,N
1997,NYG,NFL,New York Giants,10,5,1,1st of 5,Lost WC,N,N
1996,NYG,NFL,New York Giants,6,10,0,5th of 5,,N,N
1995,NYG,NFL,New York Giants,5,11,0,4th of 5,,N,N
1994,NYG,NFL,New York Giants,9,7,0,2nd of 5,,N,N
1993,NYG,NFL,New York Giants,11,5,0,2nd of 5,Lost Div,N,N
1992,NYG,NFL,New York Giants,6,10,0,4th of 5,,N,N
1991,NYG,NFL,New York Giants,8,8,0,4th of 5,,N,N
1990,NYG,NFL,New York Giants,13,3,0,1st of 5,Won SB,Y,Y
1989,NYG,NFL,New York Giants,12,4,0,1st of 5,Lost Div,N,N
1988,NYG,NFL,New York Giants,10,6,0,2nd of 5,,N,N
1987,NYG,NFL,New York Giants,6,9,0,5th of 5,,N,N
1986,NYG,NFL,New York Giants,14,2,0,1st of 5,Won SB,Y,Y
1985,NYG,NFL,New York Giants,10,6,0,2nd of 5,Lost Div,N,N
1984,NYG,NFL,New York Giants,9,7,0,2nd of 5,Lost Div,N,N
1983,NYG,NFL,New York Giants,3,12,1,5th of 5,,N,N
1982,NYG,NFL,New York Giants,4,5,0,4th of 5,,N,N
1981,NYG,NFL,New York Giants,9,7,0,3rd of 5,Lost Div,N,N
1980,NYG,NFL,New York Giants,4,12,0,5th of 5,,N,N
1979,NYG,NFL,New York Giants,6,10,0,4th of 5,,N,N
1978,NYG,NFL,New York Giants,6,10,0,5th of 5,,N,N
1977,NYG,NFL,New York Giants,5,9,0,5th of 5,,N,N
1976,NYG,NFL,New York Giants,3,11,0,5th of 5,,N,N
1975,NYG,NFL,New York Giants,5,9,0,4th of 5,,N,N
1974,NYG,NFL,New York Giants,2,12,0,5th of 5,,N,N
1973,NYG,NFL,New York Giants,2,11,1,5th of 5,,N,N
1972,NYG,NFL,New York Giants,8,6,0,3rd of 5,,N,N
1971,NYG,NFL,New York Giants,4,10,0,5th of 5,,N,N
1970,NYG,NFL,New York Giants,9,5,0,2nd of 5,,N,N
1969,NYG,NFL,New York Giants,6,8,0,2nd of 4,,N,N
1968,NYG,NFL,New York Giants,7,7,0,2nd of 4,,N,N
1967,NYG,NFL,New York Giants,7,7,0,2nd of 4,,N,N
1966,NYG,NFL,New York Giants,1,12,1,8th of 8,,N,N
1965,NYG,NFL,New York Giants,7,7,0,2nd of 7,,N,N
1964,NYG,NFL,New York Giants,2,10,2,7th of 7,,N,N
1963,NYG,NFL,New York Giants,11,3,0,1st of 7,Lost Champ,N,Y
1962,NYG,NFL,New York Giants,12,2,0,1st of 7,Lost Champ,N,Y
1961,NYG,NFL,New York Giants,10,3,1,1st of 7,Lost Champ,N,Y
1960,NYG,NFL,New York Giants,6,4,2,3rd of 6,,N,N
1959,NYG,NFL,New York Giants,10,2,0,1st of 6,Lost Champ,N,Y
1958,NYG,NFL,New York Giants,9,3,0,1st of 6,Lost Champ,N,Y
1957,NYG,NFL,New York Giants,7,5,0,2nd of 6,,N,N
1956,NYG,NFL,New York Giants,8,3,1,1st of 6,Won Champ,Y,Y
1955,NYG,NFL,New York Giants,6,5,1,3rd of 6,,N,N
1954,NYG,NFL,New York Giants,7,5,0,3rd of 6,,N,N
1953,NYG,NFL,New York Giants,3,9,0,5th of 6,,N,N
1952,NYG,NFL,New York Giants,7,5,0,2nd of 6,,N,N
1951,NYG,NFL,New York Giants,9,2,1,2nd of 6,,N,N
1950,NYG,NFL,New York Giants,10,2,0,1st of 6,Lost Div,N,N
1949,NYG,NFL,New York Giants,6,6,0,3rd of 5,,N,N
1948,NYG,NFL,New York Giants,4,8,0,3rd of 5,,N,N
1947,NYG,NFL,New York Giants,2,8,2,5th of 5,,N,N
1946,NYG,NFL,New York Giants,7,3,1,1st of 5,Lost Champ,N,Y
1945,NYG,NFL,New York Giants,3,6,1,3rd of 5,,N,N
1944,NYG,NFL,New York Giants,8,1,1,1st of 5,Lost Champ,N,Y
1943,NYG,NFL,New York Giants,6,3,1,1st of 5,Lost Div,N,N
1942,NYG,NFL,New York Giants,5,5,1,3rd of 5,,N,N
1941,NYG,NFL,New York Giants,8,3,0,1st of 5,Lost Champ,N,Y
1940,NYG,NFL,New York Giants,6,4,1,3rd of 5,,N,N
1939,NYG,NFL,New York Giants,9,1,1,1st of 5,Lost Champ,N,Y
1938,NYG,NFL,New York Giants,8,2,1,1st of 5,Won Champ,Y,Y
1937,NYG,NFL,New York Giants,6,3,2,2nd of 5,,N,N
1936,NYG,NFL,New York Giants,5,6,1,3rd of 5,,N,N
1935,NYG,NFL,New York Giants,9,3,0,1st of 5,Lost Champ,N,Y
1934,NYG,NFL,New York Giants,8,5,0,1st of 5,Won Champ,Y,Y
1933,NYG,NFL,New York Giants,11,3,0,1st of 5,Lost Champ,N,Y
1932,NYG,NFL,New York Giants,4,6,2,5th of 8,,N,N
1931,NYG,NFL,New York Giants,7,6,1,5th of 10,,N,N
1930,NYG,NFL,New York Giants,13,4,0,2nd of 11,,N,N
1929,NYG,NFL,New York Giants,13,1,1,2nd of 12,,N,N
1928,NYG,NFL,New York Giants,4,7,2,6th of 10,,N,N
1927,NYG,NFL,New York Giants,11,1,1,1st of 12,Won Champ,Y,Y
1926,NYG,NFL,New York Giants,8,4,1,6th of 22,,N,N
1925,NYG,NFL,New York Giants,8,4,0,4th of 20,,N,N
2022,NYJ,NFL,New York Jets,7,10,0,4th of 4,,N,N
2021,NYJ,NFL,New York Jets,4,13,0,4th of 4,,N,N
2020,NYJ,NFL,New York Jets,2,14,0,4th of 4,,N,N
2019,NYJ,NFL,New York Jets,7,9,0,3rd of 4,,N,N
2018,NYJ,NFL,New York Jets,4,12,0,4th of 4,,N,N
2017,NYJ,NFL,New York Jets,5,11,0,4th of 4,,N,N
2016,NYJ,NFL,New York Jets,5,11,0,4th of 4,,N,N
2015,NYJ,NFL,New York Jets,10,6,0,2nd of 4,,N,N
2014,NYJ,NFL,New York Jets,4,12,0,4th of 4,,N,N
2013,NYJ,NFL,New York Jets,8,8,0,2nd of 4,,N,N
2012,NYJ,NFL,New York Jets,6,10,0,3rd of 4,,N,N
2011,NYJ,NFL,New York Jets,8,8,0,2nd of 4,,N,N
2010,NYJ,NFL,New York Jets,11,5,0,2nd of 4,Lost Conf,N,N
2009,NYJ,NFL,New York Jets,9,7,0,2nd of 4,Lost Conf,N,N
2008,NYJ,NFL,New York Jets,9,7,0,3rd of 4,,N,N
2007,NYJ,NFL,New York Jets,4,12,0,3rd of 4,,N,N
2006,NYJ,NFL,New York Jets,10,6,0,2nd of 4,Lost WC,N,N
2005,NYJ,NFL,New York Jets,4,12,0,4th of 4,,N,N
2004,NYJ,NFL,New York Jets,10,6,0,2nd of 4,Lost Div,N,N
2003,NYJ,NFL,New York Jets,6,10,0,4th of 4,,N,N
2002,NYJ,NFL,New York Jets,9,7,0,1st of 4,Lost Div,N,N
2001,NYJ,NFL,New York Jets,10,6,0,3rd of 5,Lost WC,N,N
2000,NYJ,NFL,New York Jets,9,7,0,3rd of 5,,N,N
1999,NYJ,NFL,New York Jets,8,8,0,4th of 5,,N,N
1998,NYJ,NFL,New York Jets,12,4,0,1st of 5,Lost Conf,N,N
1997,NYJ,NFL,New York Jets,9,7,0,3rd of 5,,N,N
1996,NYJ,NFL,New York Jets,1,15,0,5th of 5,,N,N
1995,NYJ,NFL,New York Jets,3,13,0,5th of 5,,N,N
1994,NYJ,NFL,New York Jets,6,10,0,5th of 5,,N,N
1993,NYJ,NFL,New York Jets,8,8,0,3rd of 5,,N,N
1992,NYJ,NFL,New York Jets,4,12,0,4th of 5,,N,N
1991,NYJ,NFL,New York Jets,8,8,0,2nd of 5,Lost WC,N,N
1990,NYJ,NFL,New York Jets,6,10,0,4th of 5,,N,N
1989,NYJ,NFL,New York Jets,4,12,0,5th of 5,,N,N
1988,NYJ,NFL,New York Jets,8,7,1,4th of 5,,N,N
1987,NYJ,NFL,New York Jets,6,9,0,5th of 5,,N,N
1986,NYJ,NFL,New York Jets,10,6,0,2nd of 5,Lost Div,N,N
1985,NYJ,NFL,New York Jets,11,5,0,2nd of 5,Lost WC,N,N
1984,NYJ,NFL,New York Jets,7,9,0,3rd of 5,,N,N
1983,NYJ,NFL,New York Jets,7,9,0,5th of 5,,N,N
1982,NYJ,NFL,New York Jets,6,3,0,2nd of 5,Lost Conf,N,N
1981,NYJ,NFL,New York Jets,10,5,1,2nd of 5,Lost WC,N,N
1980,NYJ,NFL,New York Jets,4,12,0,5th of 5,,N,N
1979,NYJ,NFL,New York Jets,8,8,0,3rd of 5,,N,N
1978,NYJ,NFL,New York Jets,8,8,0,3rd of 5,,N,N
1977,NYJ,NFL,New York Jets,3,11,0,5th of 5,,N,N
1976,NYJ,NFL,New York Jets,3,11,0,4th of 5,,N,N
1975,NYJ,NFL,New York Jets,3,11,0,4th of 5,,N,N
1974,NYJ,NFL,New York Jets,7,7,0,4th of 5,,N,N
1973,NYJ,NFL,New York Jets,4,10,0,4th of 5,,N,N
1972,NYJ,NFL,New York Jets,7,7,0,2nd of 5,,N,N
1971,NYJ,NFL,New York Jets,6,8,0,4th of 5,,N,N
1970,NYJ,NFL,New York Jets,4,10,0,3rd of 5,,N,N
1969,NYJ,AFL,New York Jets,10,4,0,1st of 5,Lost Div,N,N
1968,NYJ,AFL,New York Jets,11,3,0,1st of 5,Won SB,Y,Y
1967,NYJ,AFL,New York Jets,8,5,1,2nd of 5,,N,N
1966,NYJ,AFL,New York Jets,6,6,2,3rd of 5,,N,N
1965,NYJ,AFL,New York Jets,5,8,1,2nd of 4,,N,N
1964,NYJ,AFL,New York Jets,5,8,1,3rd of 4,,N,N
1963,NYJ,AFL,New York Jets,5,8,1,4th of 4,,N,N
1962,NYJ,AFL,New York Titans,5,9,0,4th of 4,,N,N
1961,NYJ,AFL,New York Titans,7,7,0,3rd of 4,,N,N
1960,NYJ,AFL,New York Titans,7,7,0,2nd of 4,,N,N
2022,PHI,NFL,Philadelphia Eagles,14,3,0,1st of 4,Lost SB,N,Y
2021,PHI,NFL,Philadelphia Eagles,9,8,0,2nd of 4,Lost WC,N,N
2020,PHI,NFL,Philadelphia Eagles,4,11,1,4th of 4,,N,N
2019,PHI,NFL,Philadelphia Eagles,9,7,0,1st of 4,Lost WC,N,N
2018,PHI,NFL,Philadelphia Eagles,9,7,0,2nd of 4,Lost Div,N,N
2017,PHI,NFL,Philadelphia Eagles,13,3,0,1st of 4,Won SB,Y,Y
2016,PHI,NFL,Philadelphia Eagles,7,9,0,4th of 4,,N,N
2015,PHI,NFL,Philadelphia Eagles,7,9,0,2nd of 4,,N,N
2014,PHI,NFL,Philadelphia Eagles,10,6,0,2nd of 4,,N,N
2013,PHI,NFL,Philadelphia Eagles,10,6,0,1st of 4,Lost WC,N,N
2012,PHI,NFL,Philadelphia Eagles,4,12,0,4th of 4,,N,N
2011,PHI,NFL,Philadelphia Eagles,8,8,0,2nd of 4,,N,N
2010,PHI,NFL,Philadelphia Eagles,10,6,0,1st of 4,Lost WC,N,N
2009,PHI,NFL,Philadelphia Eagles,11,5,0,2nd of 4,Lost WC,N,N
2008,PHI,NFL,Philadelphia Eagles,9,6,1,2nd of 4,Lost Conf,N,N
2007,PHI,NFL,Philadelphia Eagles,8,8,0,4th of 4,,N,N
2006,PHI,NFL,Philadelphia Eagles,10,6,0,1st of 4,Lost Div,N,N
2005,PHI,NFL,Philadelphia Eagles,6,10,0,4th of 4,,N,N
2004,PHI,NFL,Philadelphia Eagles,13,3,0,1st of 4,Lost SB,N,Y
2003,PHI,NFL,Philadelphia Eagles,12,4,0,1st of 4,Lost Conf,N,N
2002,PHI,NFL,Philadelphia Eagles,12,4,0,1st of 4,Lost Conf,N,N
2001,PHI,NFL,Philadelphia Eagles,11,5,0,1st of 5,Lost Conf,N,N
2000,PHI,NFL,Philadelphia Eagles,11,5,0,2nd of 5,Lost Div,N,N
1999,PHI,NFL,Philadelphia Eagles,5,11,0,5th of 5,,N,N
1998,PHI,NFL,Philadelphia Eagles,3,13,0,5th of 5,,N,N
1997,PHI,NFL,Philadelphia Eagles,6,9,1,3rd of 5,,N,N
1996,PHI,NFL,Philadelphia Eagles,10,6,0,2nd of 5,Lost WC,N,N
1995,PHI,NFL,Philadelphia Eagles,10,6,0,2nd of 5,Lost Div,N,N
1994,PHI,NFL,Philadelphia Eagles,7,9,0,4th of 5,,N,N
1993,PHI,NFL,Philadelphia Eagles,8,8,0,3rd of 5,,N,N
1992,PHI,NFL,Philadelphia Eagles,11,5,0,2nd of 5,Lost Div,N,N
1991,PHI,NFL,Philadelphia Eagles,10,6,0,3rd of 5,,N,N
1990,PHI,NFL,Philadelphia Eagles,10,6,0,2nd of 5,Lost WC,N,N
1989,PHI,NFL,Philadelphia Eagles,11,5,0,2nd of 5,Lost WC,N,N
1988,PHI,NFL,Philadelphia Eagles,10,6,0,1st of 5,Lost Div,N,N
1987,PHI,NFL,Philadelphia Eagles,7,8,0,4th of 5,,N,N
1986,PHI,NFL,Philadelphia Eagles,5,10,1,4th of 5,,N,N
1985,PHI,NFL,Philadelphia Eagles,7,9,0,4th of 5,,N,N
1984,PHI,NFL,Philadelphia Eagles,6,9,1,5th of 5,,N,N
1983,PHI,NFL,Philadelphia Eagles,5,11,0,4th of 5,,N,N
1982,PHI,NFL,Philadelphia Eagles,3,6,0,5th of 5,,N,N
1981,PHI,NFL,Philadelphia Eagles,10,6,0,2nd of 5,Lost WC,N,N
1980,PHI,NFL,Philadelphia Eagles,12,4,0,1st of 5,Lost SB,N,Y
1979,PHI,NFL,Philadelphia Eagles,11,5,0,2nd of 5,Lost Div,N,N
1978,PHI,NFL,Philadelphia Eagles,9,7,0,2nd of 5,Lost WC,N,N
1977,PHI,NFL,Philadelphia Eagles,5,9,0,4th of 5,,N,N
1976,PHI,NFL,Philadelphia Eagles,4,10,0,4th of 5,,N,N
1975,PHI,NFL,Philadelphia Eagles,4,10,0,5th of 5,,N,N
1974,PHI,NFL,Philadelphia Eagles,7,7,0,4th of 5,,N,N
1973,PHI,NFL,Philadelphia Eagles,5,8,1,3rd of 5,,N,N
1972,PHI,NFL,Philadelphia Eagles,2,11,1,5th of 5,,N,N
1971,PHI,NFL,Philadelphia Eagles,6,7,1,3rd of 5,,N,N
1970,PHI,NFL,Philadelphia Eagles,3,10,1,5th of 5,,N,N
1969,PHI,NFL,Philadelphia Eagles,4,9,1,4th of 4,,N,N
1968,PHI,NFL,Philadelphia Eagles,2,12,0,4th of 4,,N,N
1967,PHI,NFL,Philadelphia Eagles,6,7,1,2nd of 4,,N,N
1966,PHI,NFL,Philadelphia Eagles,9,5,0,2nd of 8,,N,N
1965,PHI,NFL,Philadelphia Eagles,5,9,0,5th of 7,,N,N
1964,PHI,NFL,Philadelphia Eagles,6,8,0,3rd of 7,,N,N
1963,PHI,NFL,Philadelphia Eagles,2,10,2,7th of 7,,N,N
1962,PHI,NFL,Philadelphia Eagles,3,10,1,7th of 7,,N,N
1961,PHI,NFL,Philadelphia Eagles,10,4,0,2nd of 7,,N,N
1960,PHI,NFL,Philadelphia Eagles,10,2,0,1st of 6,Won Champ,Y,Y
1959,PHI,NFL,Philadelphia Eagles,7,5,0,2nd of 6,,N,N
1958,PHI,NFL,Philadelphia Eagles,2,9,1,5th of 6,,N,N
1957,PHI,NFL,Philadelphia Eagles,4,8,0,5th of 6,,N,N
1956,PHI,NFL,Philadelphia Eagles,3,8,1,6th of 6,,N,N
1955,PHI,NFL,Philadelphia Eagles,4,7,1,4th of 6,,N,N
1954,PHI,NFL,Philadelphia Eagles,7,4,1,2nd of 6,,N,N
1953,PHI,NFL,Philadelphia Eagles,7,4,1,2nd of 6,,N,N
1952,PHI,NFL,Philadelphia Eagles,7,5,0,2nd of 6,,N,N
1951,PHI,NFL,Philadelphia Eagles,4,8,0,5th of 6,,N,N
1950,PHI,NFL,Philadelphia Eagles,6,6,0,3rd of 6,,N,N
1949,PHI,NFL,Philadelphia Eagles,11,1,0,1st of 5,Won Champ,Y,Y
1948,PHI,NFL,Philadelphia Eagles,9,2,1,1st of 5,Won Champ,Y,Y
1947,PHI,NFL,Philadelphia Eagles,8,4,0,1st of 5,Lost Champ,N,Y
1946,PHI,NFL,Philadelphia Eagles,6,5,0,2nd of 5,,N,N
1945,PHI,NFL,Philadelphia Eagles,7,3,0,2nd of 5,,N,N
1944,PHI,NFL,Philadelphia Eagles,7,1,2,2nd of 5,,N,N
1943,PHI,NFL,Phi/Pit Eagles/Steelers,5,4,1,3rd of 5,,N,N
1942,PHI,NFL,Philadelphia Eagles,2,9,0,5th of 5,,N,N
1941,PHI,NFL,Philadelphia Eagles,2,8,1,4th of 5,,N,N
1940,PHI,NFL,Philadelphia Eagles,1,10,0,5th of 5,,N,N
1939,PHI,NFL,Philadelphia Eagles,1,9,1,4th of 5,,N,N
1938,PHI,NFL,Philadelphia Eagles,5,6,0,4th of 5,,N,N
1937,PHI,NFL,Philadelphia Eagles,2,8,1,5th of 5,,N,N
1936,PHI,NFL,Philadelphia Eagles,1,11,0,5th of 5,,N,N
1935,PHI,NFL,Philadelphia Eagles,2,9,0,5th of 5,,N,N
1934,PHI,NFL,Philadelphia Eagles,4,7,0,3rd of 5,,N,N
1933,PHI,NFL,Philadelphia Eagles,3,5,1,4th of 5,,N,N
2022,PIT,NFL,Pittsburgh Steelers,9,8,0,3rd of 4,,N,N
2021,PIT,NFL,Pittsburgh Steelers,9,7,1,2nd of 4,Lost WC,N,N
2020,PIT,NFL,Pittsburgh Steelers,12,4,0,1st of 4,Lost WC,N,N
2019,PIT,NFL,Pittsburgh Steelers,8,8,0,2nd of 4,,N,N
2018,PIT,NFL,Pittsburgh Steelers,9,6,1,2nd of 4,,N,N
2017,PIT,NFL,Pittsburgh Steelers,13,3,0,1st of 4,Lost Div,N,N
2016,PIT,NFL,Pittsburgh Steelers,11,5,0,1st of 4,Lost Conf,N,N
2015,PIT,NFL,Pittsburgh Steelers,10,6,0,2nd of 4,Lost Div,N,N
2014,PIT,NFL,Pittsburgh Steelers,11,5,0,1st of 4,Lost WC,N,N
2013,PIT,NFL,Pittsburgh Steelers,8,8,0,2nd of 4,,N,N
2012,PIT,NFL,Pittsburgh Steelers,8,8,0,3rd of 4,,N,N
2011,PIT,NFL,Pittsburgh Steelers,12,4,0,2nd of 4,Lost WC,N,N
2010,PIT,NFL,Pittsburgh Steelers,12,4,0,1st of 4,Lost SB,N,Y
2009,PIT,NFL,Pittsburgh Steelers,9,7,0,3rd of 4,,N,N
2008,PIT,NFL,Pittsburgh Steelers,12,4,0,1st of 4,Won SB,Y,Y
2007,PIT,NFL,Pittsburgh Steelers,10,6,0,1st of 4,Lost WC,N,N
2006,PIT,NFL,Pittsburgh Steelers,8,8,0,3rd of 4,,N,N
2005,PIT,NFL,Pittsburgh Steelers,11,5,0,2nd of 4,Won SB,Y,Y
2004,PIT,NFL,Pittsburgh Steelers,15,1,0,1st of 4,Lost Conf,N,N
2003,PIT,NFL,Pittsburgh Steelers,6,10,0,3rd of 4,,N,N
2002,PIT,NFL,Pittsburgh Steelers,10,5,1,1st of 4,Lost Div,N,N
2001,PIT,NFL,Pittsburgh Steelers,13,3,0,1st of 6,Lost Conf,N,N
2000,PIT,NFL,Pittsburgh Steelers,9,7,0,3rd of 6,,N,N
1999,PIT,NFL,Pittsburgh Steelers,6,10,0,4th of 6,,N,N
1998,PIT,NFL,Pittsburgh Steelers,7,9,0,3rd of 5,,N,N
1997,PIT,NFL,Pittsburgh Steelers,11,5,0,1st of 5,Lost Conf,N,N
1996,PIT,NFL,Pittsburgh Steelers,10,6,0,1st of 5,Lost Div,N,N
1995,PIT,NFL,Pittsburgh Steelers,11,5,0,1st of 5,Lost SB,N,Y
1994,PIT,NFL,Pittsburgh Steelers,12,4,0,1st of 4,Lost Conf,N,N
1993,PIT,NFL,Pittsburgh Steelers,9,7,0,2nd of 4,Lost WC,N,N
1992,PIT,NFL,Pittsburgh Steelers,11,5,0,1st of 4,Lost Div,N,N
1991,PIT,NFL,Pittsburgh Steelers,7,9,0,2nd of 4,,N,N
1990,PIT,NFL,Pittsburgh Steelers,9,7,0,3rd of 4,,N,N
1989,PIT,NFL,Pittsburgh Steelers,9,7,0,3rd of 4,Lost Div,N,N
1988,PIT,NFL,Pittsburgh Steelers,5,11,0,4th of 4,,N,N
1987,PIT,NFL,Pittsburgh Steelers,8,7,0,3rd of 4,,N,N
1986,PIT,NFL,Pittsburgh Steelers,6,10,0,3rd of 4,,N,N
