yearID,franchID,Lg,Tm,W,L,T,Div. Finish,Playoffs,ch_sb_win,ch_sb_app
1967,DET,NFL,Detroit Lions,5,7,2,3rd of 4,,N,N
1966,DET,NFL,Detroit Lions,4,9,1,6th of 7,,N,N
1965,DET,NFL,Detroit Lions,6,7,1,6th of 7,,N,N
1964,DET,NFL,Detroit Lions,7,5,2,4th of 7,,N,N
1963,DET,NFL,Detroit Lions,5,8,1,4th of 7,,N,N
1962,DET,NFL,Detroit Lions,11,3,0,2nd of 7,,N,N
1961,DET,NFL,Detroit Lions,8,5,1,2nd of 7,,N,N
1960,DET,NFL,Detroit Lions,7,5,0,2nd of 7,,N,N
1959,DET,NFL,Detroit Lions,3,8,1,5th of 6,,N,N
1958,DET,NFL,Detroit Lions,4,7,1,5th of 6,,N,N
1957,DET,NFL,Detroit Lions,8,4,0,1st of 6,Won Champ,Y,Y
1956,DET,NFL,Detroit Lions,9,3,0,2nd of 6,,N,N
1955,DET,NFL,Detroit Lions,3,9,0,6th of 6,,N,N
1954,DET,NFL,Detroit Lions,9,2,1,1st of 6,Lost Champ,N,Y
1953,DET,NFL,Detroit Lions,10,2,0,1st of 6,Won Champ,Y,Y
1952,DET,NFL,Detroit Lions,9,3,0,1st of 6,Won Champ,Y,Y
1951,DET,NFL,Detroit Lions,7,4,1,2nd of 6,,N,N
1950,DET,NFL,Detroit Lions,6,6,0,4th of 7,,N,N
1949,DET,NFL,Detroit Lions,4,8,0,4th of 5,,N,N
1948,DET,NFL,Detroit Lions,2,10,0,5th of 5,,N,N
1947,DET,NFL,Detroit Lions,3,9,0,5th of 5,,N,N
1946,DET,NFL,Detroit Lions,1,10,0,5th of 5,,N,N
1945,DET,NFL,Detroit Lions,7,3,0,2nd of 5,,N,N
1944,DET,NFL,Detroit Lions,6,3,1,2nd of 5,,N,N
1943,DET,NFL,Detroit Lions,3,6,1,3rd of 4,,N,N
1942,DET,NFL,Detroit Lions,0,11,0,5th of 5,,N,N
1941,DET,NFL,Detroit Lions,4,6,1,3rd of 5,,N,N
1940,DET,NFL,Detroit Lions,5,5,1,3rd of 5,,N,N
1939,DET,NFL,Detroit Lions,6,5,0,3rd of 5,,N,N
1938,DET,NFL,Detroit Lions,7,4,0,2nd of 5,,N,N
1937,DET,NFL,Detroit Lions,7,4,0,2nd of 5,,N,N
1936,DET,NFL,Detroit Lions,8,4,0,3rd of 4,,N,N
1935,DET,NFL,Detroit Lions,7,3,2,1st of 4,Won Champ,Y,Y
1934,DET,NFL,Detroit Lions,10,3,0,2nd of 6,,N,N
1933,DET,NFL,Portsmouth Spartans,6,5,0,2nd of 5,,N,N
1932,DET,NFL,Portsmouth Spartans,6,2,4,3rd of 8,,N,N
1931,DET,NFL,Portsmouth Spartans,11,3,0,2nd of 10,,N,N
1930,DET,NFL,Portsmouth Spartans,5,6,3,7th of 11,,N,N
2022,GBP,NFL,Green Bay Packers,8,9,0,3rd of 4,,N,N
2021,GBP,NFL,Green Bay Packers,13,4,0,1st of 4,Lost Div,N,N
2020,GBP,NFL,Green Bay Packers,13,3,0,1st of 4,Lost Conf,N,N
2019,GBP,NFL,Green Bay Packers,13,3,0,1st of 4,Lost Conf,N,N
2018,GBP,NFL,Green Bay Packers,6,9,1,3rd of 4,,N,N
2017,GBP,NFL,Green Bay Packers,7,9,0,3rd of 4,,N,N
2016,GBP,NFL,Green Bay Packers,10,6,0,1st of 4,Lost Conf,N,N
2015,GBP,NFL,Green Bay Packers,10,6,0,2nd of 4,Lost Div,N,N
2014,GBP,NFL,Green Bay Packers,12,4,0,1st of 4,Lost Conf,N,N
2013,GBP,NFL,Green Bay Packers,8,7,1,1st of 4,Lost WC,N,N
2012,GBP,NFL,Green Bay Packers,11,5,0,1st of 4,Lost Div,N,N
2011,GBP,NFL,Green Bay Packers,15,1,0,1st of 4,Lost Div,N,N
2010,GBP,NFL,Green Bay Packers,10,6,0,2nd of 4,Won SB,Y,Y
2009,GBP,NFL,Green Bay Packers,11,5,0,2nd of 4,Lost WC,N,N
2008,GBP,NFL,Green Bay Packers,6,10,0,3rd of 4,,N,N
2007,GBP,NFL,Green Bay Packers,13,3,0,1st of 4,Lost Conf,N,N
2006,GBP,NFL,Green Bay Packers,8,8,0,2nd of 4,,N,N
2005,GBP,NFL,Green Bay Packers,4,12,0,4th of 4,,N,N
2004,GBP,NFL,Green Bay Packers,10,6,0,1st of 4,Lost WC,N,N
2003,GBP,NFL,Green Bay Packers,10,6,0,1st of 4,Lost Div,N,N
2002,GBP,NFL,Green Bay Packers,12,4,0,1st of 4,Lost WC,N,N
2001,GBP,NFL,Green Bay Packers,12,4,0,2nd of 5,Lost Div,N,N
2000,GBP,NFL,Green Bay Packers,9,7,0,3rd of 5,,N,N
1999,GBP,NFL,Green Bay Packers,8,8,0,4th of 5,,N,N
1998,GBP,NFL,Green Bay Packers,11,5,0,2nd of 5,Lost WC,N,N
1997,GBP,NFL,Green Bay Packers,13,3,0,1st of 5,Lost SB,N,Y
1996,GBP,NFL,Green Bay Packers,13,3,0,1st of 5,Won SB,Y,Y
1995,GBP,NFL,Green Bay Packers,11,5,0,1st of 5,Lost Conf,N,N
1994,GBP,NFL,Green Bay Packers,9,7,0,2nd of 5,Lost Div,N,N
1993,GBP,NFL,Green Bay Packers,9,7,0,3rd of 5,Lost Div,N,N
1992,GBP,NFL,Green Bay Packers,9,7,0,2nd of 5,,N,N
1991,GBP,NFL,Green Bay Packers,4,12,0,4th of 5,,N,N
1990,GBP,NFL,Green Bay Packers,6,10,0,4th of 5,,N,N
1989,GBP,NFL,Green Bay Packers,10,6,0,2nd of 5,,N,N
1988,GBP,NFL,Green Bay Packers,4,12,0,5th of 5,,N,N
1987,GBP,NFL,Green Bay Packers,5,9,1,3rd of 5,,N,N
1986,GBP,NFL,Green Bay Packers,4,12,0,4th of 5,,N,N
1985,GBP,NFL,Green Bay Packers,8,8,0,2nd of 5,,N,N
1984,GBP,NFL,Green Bay Packers,8,8,0,2nd of 5,,N,N
1983,GBP,NFL,Green Bay Packers,8,8,0,2nd of 5,,N,N
1982,GBP,NFL,Green Bay Packers,5,3,1,1st of 5,Lost Div,N,N
1981,GBP,NFL,Green Bay Packers,8,8,0,3rd of 5,,N,N
1980,GBP,NFL,Green Bay Packers,5,10,1,5th of 5,,N,N
1979,GBP,NFL,Green Bay Packers,5,11,0,4th of 5,,N,N
1978,GBP,NFL,Green Bay Packers,8,7,1,2nd of 5,,N,N
1977,GBP,NFL,Green Bay Packers,4,10,0,4th of 5,,N,N
1976,GBP,NFL,Green Bay Packers,5,9,0,4th of 4,,N,N
1975,GBP,NFL,Green Bay Packers,4,10,0,4th of 4,,N,N
1974,GBP,NFL,Green Bay Packers,6,8,0,3rd of 4,,N,N
1973,GBP,NFL,Green Bay Packers,5,7,2,3rd of 4,,N,N
1972,GBP,NFL,Green Bay Packers,10,4,0,1st of 4,Lost Div,N,N
1971,GBP,NFL,Green Bay Packers,4,8,2,4th of 4,,N,N
1970,GBP,NFL,Green Bay Packers,6,8,0,3rd of 4,,N,N
1969,GBP,NFL,Green Bay Packers,8,6,0,3rd of 4,,N,N
1968,GBP,NFL,Green Bay Packers,6,7,1,3rd of 4,,N,N
1967,GBP,NFL,Green Bay Packers,9,4,1,1st of 4,Won SB,Y,Y
1966,GBP,NFL,Green Bay Packers,12,2,0,1st of 7,Won SB,Y,Y
1965,GBP,NFL,Green Bay Packers,10,3,1,1st of 7,Won Champ,Y,Y
1964,GBP,NFL,Green Bay Packers,8,5,1,2nd of 7,,N,N
1963,GBP,NFL,Green Bay Packers,11,2,1,2nd of 7,,N,N
1962,GBP,NFL,Green Bay Packers,13,1,0,1st of 7,Won Champ,Y,Y
1961,GBP,NFL,Green Bay Packers,11,3,0,1st of 7,Won Champ,Y,Y
1960,GBP,NFL,Green Bay Packers,8,4,0,1st of 7,Lost Champ,N,Y
1959,GBP,NFL,Green Bay Packers,7,5,0,3rd of 6,,N,N
1958,GBP,NFL,Green Bay Packers,1,10,1,6th of 6,,N,N
1957,GBP,NFL,Green Bay Packers,3,9,0,6th of 6,,N,N
1956,GBP,NFL,Green Bay Packers,4,8,0,5th of 6,,N,N
1955,GBP,NFL,Green Bay Packers,6,6,0,3rd of 6,,N,N
1954,GBP,NFL,Green Bay Packers,4,8,0,5th of 6,,N,N
1953,GBP,NFL,Green Bay Packers,2,9,1,6th of 6,,N,N
1952,GBP,NFL,Green Bay Packers,6,6,0,4th of 6,,N,N
1951,GBP,NFL,Green Bay Packers,3,9,0,5th of 6,,N,N
1950,GBP,NFL,Green Bay Packers,3,9,0,5th of 7,,N,N
1949,GBP,NFL,Green Bay Packers,2,10,0,5th of 5,,N,N
1948,GBP,NFL,Green Bay Packers,3,9,0,4th of 5,,N,N
1947,GBP,NFL,Green Bay Packers,6,5,1,3rd of 5,,N,N
1946,GBP,NFL,Green Bay Packers,6,5,0,3rd of 5,,N,N
1945,GBP,NFL,Green Bay Packers,6,4,0,3rd of 5,,N,N
1944,GBP,NFL,Green Bay Packers,8,2,0,1st of 5,Won Champ,Y,Y
1943,GBP,NFL,Green Bay Packers,7,2,1,2nd of 4,,N,N
1942,GBP,NFL,Green Bay Packers,8,2,1,2nd of 5,,N,N
1941,GBP,NFL,Green Bay Packers,10,1,0,1st of 5,Lost Div,N,N
1940,GBP,NFL,Green Bay Packers,6,4,1,2nd of 5,,N,N
1939,GBP,NFL,Green Bay Packers,9,2,0,1st of 5,Won Champ,Y,Y
1938,GBP,NFL,Green Bay Packers,8,3,0,1st of 5,Lost Champ,N,Y
1937,GBP,NFL,Green Bay Packers,7,4,0,2nd of 5,,N,N
1936,GBP,NFL,Green Bay Packers,10,1,1,1st of 4,Won Champ,Y,Y
1935,GBP,NFL,Green Bay Packers,8,4,0,2nd of 4,,N,N
1934,GBP,NFL,Green Bay Packers,7,6,0,3rd of 6,,N,N
1933,GBP,NFL,Green Bay Packers,5,7,1,3rd of 5,,N,N
1932,GBP,NFL,Green Bay Packers,10,3,1,2nd of 8,,N,N
1931,GBP,NFL,Green Bay Packers,12,2,0,1st of 10,Won Champ,Y,Y
1930,GBP,NFL,Green Bay Packers,10,3,1,1st of 11,Won Champ,Y,Y
1929,GBP,NFL,Green Bay Packers,12,0,1,1st of 12,Won Champ,Y,Y
1928,GBP,NFL,Green Bay Packers,6,4,3,4th of 10,,N,N
1927,GBP,NFL,Green Bay Packers,7,2,1,2nd of 12,,N,N
1926,GBP,NFL,Green Bay Packers,7,3,3,5th of 22,,N,N
1925,GBP,NFL,Green Bay Packers,8,5,0,9th of 20,,N,N
1924,GBP,NFL,Green Bay Packers,7,4,0,6th of 18,,N,N
1923,GBP,NFL,Green Bay Packers,7,2,1,3rd of 20,,N,N
1922,GBP,NFL,Green Bay Packers,4,3,3,7th of 18,,N,N
1921,GBP,APFA,Green Bay Packers,3,2,1,6th of 21,,N,N
2022,HOU,NFL,Houston Texans,3,13,1,4th of 4,,N,N
2021,HOU,NFL,Houston Texans,4,13,0,3rd of 4,,N,N
2020,HOU,NFL,Houston Texans,4,12,0,3rd of 4,,N,N
2019,HOU,NFL,Houston Texans,10,6,0,1st of 4,Lost Div,N,N
2018,HOU,NFL,Houston Texans,11,5,0,1st of 4,Lost WC,N,N
2017,HOU,NFL,Houston Texans,4,12,0,3rd of 4,,N,N
2016,HOU,NFL,Houston Texans,9,7,0,1st of 4,Lost Div,N,N
2015,HOU,NFL,Houston Texans,9,7,0,1st of 4,Lost WC,N,N
2014,HOU,NFL,Houston Texans,9,7,0,2nd of 4,,N,N
2013,HOU,NFL,Houston Texans,2,14,0,4th of 4,,N,N
2012,HOU,NFL,Houston Texans,12,4,0,1st of 4,Lost Div,N,N
2011,HOU,NFL,Houston Texans,10,6,0,1st of 4,Lost Div,N,N
2010,HOU,NFL,Houston Texans,6,10,0,3rd of 4,,N,N
2009,HOU,NFL,Houston Texans,9,7,0,2nd of 4,,N,N
2008,HOU,NFL,Houston Texans,8,8,0,3rd of 4,,N,N
2007,HOU,NFL,Houston Texans,8,8,0,4th of 4,,N,N
2006,HOU,NFL,Houston Texans,6,10,0,4th of 4,,N,N
2005,HOU,NFL,Houston Texans,2,14,0,4th of 4,,N,N
2004,HOU,NFL,Houston Texans,7,9,0,3rd of 4,,N,N
2003,HOU,NFL,Houston Texans,5,11,0,4th of 4,,N,N
2002,HOU,NFL,Houston Texans,4,12,0,4th of 4,,N,N
2022,IND,NFL,Indianapolis Colts,4,12,1,3rd of 4,,N,N
2021,IND,NFL,Indianapolis Colts,9,8,0,2nd of 4,,N,N
2020,IND,NFL,Indianapolis Colts,11,5,0,2nd of 4,Lost WC,N,N
2019,IND,NFL,Indianapolis Colts,7,9,0,3rd of 4,,N,N
2018,IND,NFL,Indianapolis Colts,10,6,0,2nd of 4,Lost Div,N,N
2017,IND,NFL,Indianapolis Colts,4,12,0,3rd of 4,,N,N
2016,IND,NFL,Indianapolis Colts,8,8,0,3rd of 4,,N,N
2015,IND,NFL,Indianapolis Colts,8,8,0,2nd of 4,,N,N
2014,IND,NFL,Indianapolis Colts,11,5,0,1st of 4,Lost Conf,N,N
2013,IND,NFL,Indianapolis Colts,11,5,0,1st of 4,Lost Div,N,N
2012,IND,NFL,Indianapolis Colts,11,5,0,2nd of 4,Lost WC,N,N
2011,IND,NFL,Indianapolis Colts,2,14,0,4th of 4,,N,N
2010,IND,NFL,Indianapolis Colts,10,6,0,1st of 4,Lost WC,N,N
2009,IND,NFL,Indianapolis Colts,14,2,0,1st of 4,Lost SB,N,Y
2008,IND,NFL,Indianapolis Colts,12,4,0,2nd of 4,Lost WC,N,N
2007,IND,NFL,Indianapolis Colts,13,3,0,1st of 4,Lost Div,N,N
2006,IND,NFL,Indianapolis Colts,12,4,0,1st of 4,Won SB,Y,Y
2005,IND,NFL,Indianapolis Colts,14,2,0,1st of 4,Lost Div,N,N
2004,IND,NFL,Indianapolis Colts,12,4,0,1st of 4,Lost Div,N,N
2003,IND,NFL,Indianapolis Colts,12,4,0,1st of 4,Lost Conf,N,N
2002,IND,NFL,Indianapolis Colts,10,6,0,2nd of 4,Lost WC,N,N
2001,IND,NFL,Indianapolis Colts,6,10,0,4th of 5,,N,N
2000,IND,NFL,Indianapolis Colts,10,6,0,2nd of 5,Lost WC,N,N
1999,IND,NFL,Indianapolis Colts,13,3,0,1st of 5,Lost Div,N,N
1998,IND,NFL,Indianapolis Colts,3,13,0,5th of 5,,N,N
1997,IND,NFL,Indianapolis Colts,3,13,0,5th of 5,,N,N
1996,IND,NFL,Indianapolis Colts,9,7,0,3rd of 5,Lost WC,N,N
1995,IND,NFL,Indianapolis Colts,9,7,0,2nd of 5,Lost Conf,N,N
1994,IND,NFL,Indianapolis Colts,8,8,0,3rd of 5,,N,N
1993,IND,NFL,Indianapolis Colts,4,12,0,5th of 5,,N,N
1992,IND,NFL,Indianapolis Colts,9,7,0,3rd of 5,,N,N
1991,IND,NFL,Indianapolis Colts,1,15,0,5th of 5,,N,N
1990,IND,NFL,Indianapolis Colts,7,9,0,3rd of 5,,N,N
1989,IND,NFL,Indianapolis Colts,8,8,0,2nd of 5,,N,N
1988,IND,NFL,Indianapolis Colts,9,7,0,2nd of 5,,N,N
1987,IND,NFL,Indianapolis Colts,9,6,0,1st of 5,Lost Div,N,N
1986,IND,NFL,Indianapolis Colts,3,13,0,5th of 5,,N,N
1985,IND,NFL,Indianapolis Colts,5,11,0,4th of 5,,N,N
1984,IND,NFL,Indianapolis Colts,4,12,0,4th of 5,,N,N
1983,IND,NFL,Baltimore Colts,7,9,0,4th of 5,,N,N
1982,IND,NFL,Baltimore Colts,0,8,1,5th of 5,,N,N
1981,IND,NFL,Baltimore Colts,2,14,0,4th of 5,,N,N
1980,IND,NFL,Baltimore Colts,7,9,0,4th of 5,,N,N
1979,IND,NFL,Baltimore Colts,5,11,0,5th of 5,,N,N
1978,IND,NFL,Baltimore Colts,5,11,0,5th of 5,,N,N
1977,IND,NFL,Baltimore Colts,10,4,0,1st of 5,Lost Div,N,N
1976,IND,NFL,Baltimore Colts,11,3,0,1st of 5,Lost Div,N,N
1975,IND,NFL,Baltimore Colts,10,4,0,1st of 5,Lost Div,N,N
1974,IND,NFL,Baltimore Colts,2,12,0,5th of 5,,N,N
1973,IND,NFL,Baltimore Colts,4,10,0,5th of 5,,N,N
1972,IND,NFL,Baltimore Colts,5,9,0,3rd of 5,,N,N
1971,IND,NFL,Baltimore Colts,10,4,0,2nd of 5,Lost Conf,N,N
1970,IND,NFL,Baltimore Colts,11,2,1,1st of 5,Won SB,Y,Y
1969,IND,NFL,Baltimore Colts,8,5,1,2nd of 4,,N,N
1968,IND,NFL,Baltimore Colts,13,1,0,1st of 4,Lost SB,N,Y
1967,IND,NFL,Baltimore Colts,11,1,2,1st of 4,,N,N
1966,IND,NFL,Baltimore Colts,9,5,0,2nd of 7,,N,N
1965,IND,NFL,Baltimore Colts,10,3,1,1st of 7,Lost Div,N,N
1964,IND,NFL,Baltimore Colts,12,2,0,1st of 7,Lost Champ,N,Y
1963,IND,NFL,Baltimore Colts,8,6,0,3rd of 7,,N,N
1962,IND,NFL,Baltimore Colts,7,7,0,4th of 7,,N,N
1961,IND,NFL,Baltimore Colts,8,6,0,3rd of 7,,N,N
1960,IND,NFL,Baltimore Colts,6,6,0,4th of 7,,N,N
1959,IND,NFL,Baltimore Colts,9,3,0,1st of 6,Won Champ,Y,Y
1958,IND,NFL,Baltimore Colts,9,3,0,1st of 6,Won Champ,Y,Y
1957,IND,NFL,Baltimore Colts,7,5,0,3rd of 6,,N,N
1956,IND,NFL,Baltimore Colts,5,7,0,4th of 6,,N,N
1955,IND,NFL,Baltimore Colts,5,6,1,4th of 6,,N,N
1954,IND,NFL,Baltimore Colts,3,9,0,6th of 6,,N,N
1953,IND,NFL,Baltimore Colts,3,9,0,5th of 6,,N,N
2022,JAX,NFL,Jacksonville Jaguars,9,8,0,1st of 4,Lost Div,N,N
2021,JAX,NFL,Jacksonville Jaguars,3,14,0,4th of 4,,N,N
2020,JAX,NFL,Jacksonville Jaguars,1,15,0,4th of 4,,N,N
2019,JAX,NFL,Jacksonville Jaguars,6,10,0,4th of 4,,N,N
2018,JAX,NFL,Jacksonville Jaguars,5,11,0,4th of 4,,N,N
2017,JAX,NFL,Jacksonville Jaguars,10,6,0,1st of 4,Lost Conf,N,N
2016,JAX,NFL,Jacksonville Jaguars,3,13,0,4th of 4,,N,N
2015,JAX,NFL,Jacksonville Jaguars,5,11,0,3rd of 4,,N,N
2014,JAX,NFL,Jacksonville Jaguars,3,13,0,3rd of 4,,N,N
2013,JAX,NFL,Jacksonville Jaguars,4,12,0,3rd of 4,,N,N
2012,JAX,NFL,Jacksonville Jaguars,2,14,0,4th of 4,,N,N
2011,JAX,NFL,Jacksonville Jaguars,5,11,0,3rd of 4,,N,N
2010,JAX,NFL,Jacksonville Jaguars,8,8,0,2nd of 4,,N,N
2009,JAX,NFL,Jacksonville Jaguars,7,9,0,4th of 4,,N,N
2008,JAX,NFL,Jacksonville Jaguars,5,11,0,4th of 4,,N,N
2007,JAX,NFL,Jacksonville Jaguars,11,5,0,2nd of 4,Lost Div,N,N
2006,JAX,NFL,Jacksonville Jaguars,8,8,0,3rd of 4,,N,N
2005,JAX,NFL,Jacksonville Jaguars,12,4,0,2nd of 4,Lost WC,N,N
2004,JAX,NFL,Jacksonville Jaguars,9,7,0,2nd of 4,,N,N
2003,JAX,NFL,Jacksonville Jaguars,5,11,0,3rd of 4,,N,N
2002,JAX,NFL,Jacksonville Jaguars,6,10,0,3rd of 4,,N,N
2001,JAX,NFL,Jacksonville Jaguars,6,10,0,5th of 6,,N,N
2000,JAX,NFL,Jacksonville Jaguars,7,9,0,4th of 6,,N,N
1999,JAX,NFL,Jacksonville Jaguars,14,2,0,1st of 6,Lost Conf,N,N
1998,JAX,NFL,Jacksonville Jaguars,11,5,0,1st of 5,Lost Div,N,N
1997,JAX,NFL,Jacksonville Jaguars,11,5,0,2nd of 5,Lost WC,N,N
1996,JAX,NFL,Jacksonville Jaguars,9,7,0,2nd of 5,Lost Conf,N,N
1995,JAX,NFL,Jacksonville Jaguars,4,12,0,5th of 5,,N,N
2022,KCC,NFL,Kansas City Chiefs,14,3,0,1st of 4,Won SB,Y,Y
2021,KCC,NFL,Kansas City Chiefs,12,5,0,1st of 4,Lost Conf,N,N
2020,KCC,NFL,Kansas City Chiefs,14,2,0,1st of 4,Lost SB,N,Y
2019,KCC,NFL,Kansas City Chiefs,12,4,0,1st of 4,Won SB,Y,Y
2018,KCC,NFL,Kansas City Chiefs,12,4,0,1st of 4,Lost Conf,N,N
2017,KCC,NFL,Kansas City Chiefs,10,6,0,1st of 4,Lost WC,N,N
2016,KCC,NFL,Kansas City Chiefs,12,4,0,1st of 4,Lost Div,N,N
2015,KCC,NFL,Kansas City Chiefs,11,5,0,2nd of 4,Lost Div,N,N
2014,KCC,NFL,Kansas City Chiefs,9,7,0,2nd of 4,,N,N
2013,KCC,NFL,Kansas City Chiefs,11,5,0,2nd of 4,Lost WC,N,N
2012,KCC,NFL,Kansas City Chiefs,2,14,0,4th of 4,,N,N
2011,KCC,NFL,Kansas City Chiefs,7,9,0,4th of 4,,N,N
2010,KCC,NFL,Kansas City Chiefs,10,6,0,1st of 4,Lost WC,N,N
2009,KCC,NFL,Kansas City Chiefs,4,12,0,4th of 4,,N,N
2008,KCC,NFL,Kansas City Chiefs,2,14,0,4th of 4,,N,N
2007,KCC,NFL,Kansas City Chiefs,4,12,0,3rd of 4,,N,N
2006,KCC,NFL,Kansas City Chiefs,9,7,0,2nd of 4,Lost WC,N,N
2005,KCC,NFL,Kansas City Chiefs,10,6,0,2nd of 4,,N,N
2004,KCC,NFL,Kansas City Chiefs,7,9,0,3rd of 4,,N,N
2003,KCC,NFL,Kansas City Chiefs,13,3,0,1st of 4,Lost Div,N,N
2002,KCC,NFL,Kansas City Chiefs,8,8,0,4th of 4,,N,N
2001,KCC,NFL,Kansas City Chiefs,6,10,0,4th of 5,,N,N
2000,KCC,NFL,Kansas City Chiefs,7,9,0,3rd of 5,,N,N
1999,KCC,NFL,Kansas City Chiefs,9,7,0,2nd of 5,,N,N
1998,KCC,NFL,Kansas City Chiefs,7,9,0,4th of 5,,N,N
1997,KCC,NFL,Kansas City Chiefs,13,3,0,1st of 5,Lost Div,N,N
1996,KCC,NFL,Kansas City Chiefs,9,7,0,2nd of 5,,N,N
1995,KCC,NFL,Kansas City Chiefs,13,3,0,1st of 5,Lost Div,N,N
1994,KCC,NFL,Kansas City Chiefs,9,7,0,2nd of 5,Lost WC,N,N
1993,KCC,NFL,Kansas City Chiefs,11,5,0,1st of 5,Lost Conf,N,N
1992,KCC,NFL,Kansas City Chiefs,10,6,0,2nd of 5,Lost WC,N,N
1991,KCC,NFL,Kansas City Chiefs,10,6,0,2nd of 5,Lost Div,N,N
1990,KCC,NFL,Kansas City Chiefs,11,5,0,2nd of 5,Lost WC,N,N
1989,KCC,NFL,Kansas City Chiefs,8,7,1,2nd of 5,,N,N
1988,KCC,NFL,Kansas City Chiefs,4,11,1,5th of 5,,N,N
1987,KCC,NFL,Kansas City Chiefs,4,11,0,5th of 5,,N,N
1986,KCC,NFL,Kansas City Chiefs,10,6,0,2nd of 5,Lost WC,N,N
1985,KCC,NFL,Kansas City Chiefs,6,10,0,5th of 5,,N,N
1984,KCC,NFL,Kansas City Chiefs,8,8,0,4th of 5,,N,N
1983,KCC,NFL,Kansas City Chiefs,6,10,0,5th of 5,,N,N
1982,KCC,NFL,Kansas City Chiefs,3,6,0,4th of 5,,N,N
1981,KCC,NFL,Kansas City Chiefs,9,7,0,3rd of 5,,N,N
1980,KCC,NFL,Kansas City Chiefs,8,8,0,3rd of 5,,N,N
1979,KCC,NFL,Kansas City Chiefs,7,9,0,5th of 5,,N,N
1978,KCC,NFL,Kansas City Chiefs,4,12,0,5th of 5,,N,N
1977,KCC,NFL,Kansas City Chiefs,2,12,0,5th of 5,,N,N
1976,KCC,NFL,Kansas City Chiefs,5,9,0,4th of 5,,N,N
1975,KCC,NFL,Kansas City Chiefs,5,9,0,3rd of 4,,N,N
1974,KCC,NFL,Kansas City Chiefs,5,9,0,3rd of 4,,N,N
1973,KCC,NFL,Kansas City Chiefs,7,5,2,2nd of 4,,N,N
1972,KCC,NFL,Kansas City Chiefs,8,6,0,2nd of 4,,N,N
1971,KCC,NFL,Kansas City Chiefs,10,3,1,1st of 4,Lost Div,N,N
1970,KCC,NFL,Kansas City Chiefs,7,5,2,2nd of 4,,N,N
1969,KCC,AFL,Kansas City Chiefs,11,3,0,2nd of 5,Won SB,Y,Y
1968,KCC,AFL,Kansas City Chiefs,12,2,0,1st of 5,Lost Div,N,N
1967,KCC,AFL,Kansas City Chiefs,9,5,0,2nd of 4,,N,N
1966,KCC,AFL,Kansas City Chiefs,11,2,1,1st of 4,Lost SB,N,Y
1965,KCC,AFL,Kansas City Chiefs,7,5,2,3rd of 4,,N,N
1964,KCC,AFL,Kansas City Chiefs,7,7,0,2nd of 4,,N,N
1963,KCC,AFL,Kansas City Chiefs,5,7,2,3rd of 4,,N,N
1962,KCC,AFL,Dallas Texans,11,3,0,1st of 4,Won Champ,Y,Y
1961,KCC,AFL,Dallas Texans,6,8,0,2nd of 4,,N,N
1960,KCC,AFL,Dallas Texans,8,6,0,2nd of 4,,N,N
2022,LAC,NFL,Los Angeles Chargers,10,7,0,2nd of 4,Lost WC,N,N
2021,LAC,NFL,Los Angeles Chargers,9,8,0,3rd of 4,,N,N
2020,LAC,NFL,Los Angeles Chargers,7,9,0,3rd of 4,,N,N
2019,LAC,NFL,Los Angeles Chargers,5,11,0,4th of 4,,N,N
2018,LAC,NFL,Los Angeles Chargers,12,4,0,2nd of 4,Lost Div,N,N
2017,LAC,NFL,Los Angeles Chargers,9,7,0,2nd of 4,,N,N
2016,LAC,NFL,San Diego Chargers,5,11,0,4th of 4,,N,N
2015,LAC,NFL,San Diego Chargers,4,12,0,4th of 4,,N,N
2014,LAC,NFL,San Diego Chargers,9,7,0,2nd of 4,,N,N
2013,LAC,NFL,San Diego Chargers,9,7,0,3rd of 4,Lost Div,N,N
2012,LAC,NFL,San Diego Chargers,7,9,0,2nd of 4,,N,N
2011,LAC,NFL,San Diego Chargers,8,8,0,2nd of 4,,N,N
2010,LAC,NFL,San Diego Chargers,9,7,0,2nd of 4,,N,N
2009,LAC,NFL,San Diego Chargers,13,3,0,1st of 4,Lost Div,N,N
2008,LAC,NFL,San Diego Chargers,8,8,0,1st of 4,Lost Div,N,N
2007,LAC,NFL,San Diego Chargers,11,5,0,1st of 4,Lost Conf,N,N
2006,LAC,NFL,San Diego Chargers,14,2,0,1st of 4,Lost Div,N,N
2005,LAC,NFL,San Diego Chargers,9,7,0,3rd of 4,,N,N
2004,LAC,NFL,San Diego Chargers,12,4,0,1st of 4,Lost WC,N,N
2003,LAC,NFL,San Diego Chargers,4,12,0,4th of 4,,N,N
2002,LAC,NFL,San Diego Chargers,8,8,0,3rd of 4,,N,N
2001,LAC,NFL,San Diego Chargers,5,11,0,5th of 5,,N,N
2000,LAC,NFL,San Diego Chargers,1,15,0,5th of 5,,N,N
1999,LAC,NFL,San Diego Chargers,8,8,0,3rd of 5,,N,N
1998,LAC,NFL,San Diego Chargers,5,11,0,5th of 5,,N,N
1997,LAC,NFL,San Diego Chargers,4,12,0,5th of 5,,N,N
1996,LAC,NFL,San Diego Chargers,8,8,0,3rd of 5,,N,N
1995,LAC,NFL,San Diego Chargers,9,7,0,2nd of 5,Lost WC,N,N
1994,LAC,NFL,San Diego Chargers,11,5,0,1st of 5,Lost SB,N,Y
1993,LAC,NFL,San Diego Chargers,8,8,0,4th of 5,,N,N
